record_type,domain,graph_id,family_id,family_name,node_id,node_name,node_slug,node_implementation_state,node_directory,support_tier,maturity_state,supported_profiles,evidence_class,node_package_shape,dependency_count,declared_artifact_file_count,artifact_file_count,status_count,statuses,verification_gate_count,verification_gate_types,failure_mode_count,direct_accuracy_threshold,explanation_required,transfer_required,retention_check_days,relationship_type,dependency_id,dependency_name,dependency_slug
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4B,markets_labor_and_public_resource_decisions_classification_and_organization,e4b-markets-labor-and-public-resource-decisions-classification-and-organization,drafted,e4b-markets-labor-and-public-resource-decisions-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E4A,markets_labor_and_public_resource_decisions_foundations_and_examples,e4a-markets-labor-and-public-resource-decisions-foundations-and-examples
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4C,markets_labor_and_public_resource_decisions_explanation_and_application,e4c-markets-labor-and-public-resource-decisions-explanation-and-application,drafted,e4c-markets-labor-and-public-resource-decisions-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E4C,markets_labor_and_public_resource_decisions_explanation_and_application,e4c-markets-labor-and-public-resource-decisions-explanation-and-application,drafted,e4c-markets-labor-and-public-resource-decisions-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E4B,markets_labor_and_public_resource_decisions_classification_and_organization,e4b-markets-labor-and-public-resource-decisions-classification-and-organization
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5,macroeconomic_patterns_global_trade_and_finance_basics,e5-macroeconomic-patterns-global-trade-and-finance-basics,drafted,e5-macroeconomic-patterns-global-trade-and-finance-basics,Incubation,Drafted,economics-macroeconomics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5,macroeconomic_patterns_global_trade_and_finance_basics,e5-macroeconomic-patterns-global-trade-and-finance-basics,drafted,e5-macroeconomic-patterns-global-trade-and-finance-basics,Incubation,Drafted,economics-macroeconomics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E4,markets_labor_and_public_resource_decisions,e4-markets-labor-and-public-resource-decisions
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5,macroeconomic_patterns_global_trade_and_finance_basics,e5-macroeconomic-patterns-global-trade-and-finance-basics,drafted,e5-macroeconomic-patterns-global-trade-and-finance-basics,Incubation,Drafted,economics-macroeconomics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G4,geographic_reasoning_with_maps_data_and_scale,g4-geographic-reasoning-with-maps-data-and-scale
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5,macroeconomic_patterns_global_trade_and_finance_basics,e5-macroeconomic-patterns-global-trade-and-finance-basics,drafted,e5-macroeconomic-patterns-global-trade-and-finance-basics,Incubation,Drafted,economics-macroeconomics-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q5,evaluation_of_sources_models_and_claims,q5-evaluation-of-sources-models-and-claims
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5A,macroeconomic_patterns_global_trade_and_finance_basics_foundations_and_examples,e5a-macroeconomic-patterns-global-trade-and-finance-basics-foundations-and-examples,drafted,e5a-macroeconomic-patterns-global-trade-and-finance-basics-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5B,macroeconomic_patterns_global_trade_and_finance_basics_classification_and_organization,e5b-macroeconomic-patterns-global-trade-and-finance-basics-classification-and-organization,drafted,e5b-macroeconomic-patterns-global-trade-and-finance-basics-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5B,macroeconomic_patterns_global_trade_and_finance_basics_classification_and_organization,e5b-macroeconomic-patterns-global-trade-and-finance-basics-classification-and-organization,drafted,e5b-macroeconomic-patterns-global-trade-and-finance-basics-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E5A,macroeconomic_patterns_global_trade_and_finance_basics_foundations_and_examples,e5a-macroeconomic-patterns-global-trade-and-finance-basics-foundations-and-examples
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5C,macroeconomic_patterns_global_trade_and_finance_basics_explanation_and_application,e5c-macroeconomic-patterns-global-trade-and-finance-basics-explanation-and-application,drafted,e5c-macroeconomic-patterns-global-trade-and-finance-basics-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E5C,macroeconomic_patterns_global_trade_and_finance_basics_explanation_and_application,e5c-macroeconomic-patterns-global-trade-and-finance-basics-explanation-and-application,drafted,e5c-macroeconomic-patterns-global-trade-and-finance-basics-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E5B,macroeconomic_patterns_global_trade_and_finance_basics_classification_and_organization,e5b-macroeconomic-patterns-global-trade-and-finance-basics-classification-and-organization
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6,economic_analysis_policy_tradeoffs_and_capstone_modeling,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,drafted,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,Incubation,Drafted,economic-analysis-capstone-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6,economic_analysis_policy_tradeoffs_and_capstone_modeling,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,drafted,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,Incubation,Drafted,economic-analysis-capstone-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E5,macroeconomic_patterns_global_trade_and_finance_basics,e5-macroeconomic-patterns-global-trade-and-finance-basics
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6,economic_analysis_policy_tradeoffs_and_capstone_modeling,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,drafted,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,Incubation,Drafted,economic-analysis-capstone-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,C4,constitutional_principles_and_public_policy,c4-constitutional-principles-and-public-policy
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6,economic_analysis_policy_tradeoffs_and_capstone_modeling,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,drafted,e6-economic-analysis-policy-tradeoffs-and-capstone-modeling,Incubation,Drafted,economic-analysis-capstone-node-package,Synthetic,mastery-node-config,3,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q6,synthesis_argument_and_public_communication,q6-synthesis-argument-and-public-communication
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6A,economic_analysis_policy_tradeoffs_and_capstone_modeling_foundations_and_examples,e6a-economic-analysis-policy-tradeoffs-and-capstone-modeling-foundations-and-examples,drafted,e6a-economic-analysis-policy-tradeoffs-and-capstone-modeling-foundations-and-examples,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6B,economic_analysis_policy_tradeoffs_and_capstone_modeling_classification_and_organization,e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization,drafted,e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6B,economic_analysis_policy_tradeoffs_and_capstone_modeling_classification_and_organization,e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization,drafted,e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E6A,economic_analysis_policy_tradeoffs_and_capstone_modeling_foundations_and_examples,e6a-economic-analysis-policy-tradeoffs-and-capstone-modeling-foundations-and-examples
node,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6C,economic_analysis_policy_tradeoffs_and_capstone_modeling_explanation_and_application,e6c-economic-analysis-policy-tradeoffs-and-capstone-modeling-explanation-and-application,drafted,e6c-economic-analysis-policy-tradeoffs-and-capstone-modeling-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,E,economics_and_exchange_systems,E6C,economic_analysis_policy_tradeoffs_and_capstone_modeling_explanation_and_application,e6c-economic-analysis-policy-tradeoffs-and-capstone-modeling-explanation-and-application,drafted,e6c-economic-analysis-policy-tradeoffs-and-capstone-modeling-explanation-and-application,Incubation,Drafted,economics-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,E6B,economic_analysis_policy_tradeoffs_and_capstone_modeling_classification_and_organization,e6b-economic-analysis-policy-tradeoffs-and-capstone-modeling-classification-and-organization
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G1,place_maps_and_environmental_features,g1-place-maps-and-environmental-features,drafted,g1-place-maps-and-environmental-features,Incubation,Drafted,geography-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G1,place_maps_and_environmental_features,g1-place-maps-and-environmental-features,drafted,g1-place-maps-and-environmental-features,Incubation,Drafted,geography-entry-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q1,observe_describe_and_question,q1-observe-describe-and-question
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G1A,place_maps_and_environmental_features_foundations_and_examples,g1a-place-maps-and-environmental-features-foundations-and-examples,drafted,g1a-place-maps-and-environmental-features-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G1B,place_maps_and_environmental_features_classification_and_organization,g1b-place-maps-and-environmental-features-classification-and-organization,drafted,g1b-place-maps-and-environmental-features-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G1B,place_maps_and_environmental_features_classification_and_organization,g1b-place-maps-and-environmental-features-classification-and-organization,drafted,g1b-place-maps-and-environmental-features-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G1A,place_maps_and_environmental_features_foundations_and_examples,g1a-place-maps-and-environmental-features-foundations-and-examples
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G1C,place_maps_and_environmental_features_explanation_and_application,g1c-place-maps-and-environmental-features-explanation-and-application,drafted,g1c-place-maps-and-environmental-features-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G1C,place_maps_and_environmental_features_explanation_and_application,g1c-place-maps-and-environmental-features-explanation-and-application,drafted,g1c-place-maps-and-environmental-features-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G1B,place_maps_and_environmental_features_classification_and_organization,g1b-place-maps-and-environmental-features-classification-and-organization
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2,human_environment_interaction_and_regions,g2-human-environment-interaction-and-regions,drafted,g2-human-environment-interaction-and-regions,Incubation,Drafted,geography-interaction-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2,human_environment_interaction_and_regions,g2-human-environment-interaction-and-regions,drafted,g2-human-environment-interaction-and-regions,Incubation,Drafted,geography-interaction-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G1,place_maps_and_environmental_features,g1-place-maps-and-environmental-features
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2,human_environment_interaction_and_regions,g2-human-environment-interaction-and-regions,drafted,g2-human-environment-interaction-and-regions,Incubation,Drafted,geography-interaction-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q2,compare_classify_and_sequence_evidence,q2-compare-classify-and-sequence-evidence
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2A,human_environment_interaction_and_regions_foundations_and_examples,g2a-human-environment-interaction-and-regions-foundations-and-examples,drafted,g2a-human-environment-interaction-and-regions-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2B,human_environment_interaction_and_regions_classification_and_organization,g2b-human-environment-interaction-and-regions-classification-and-organization,drafted,g2b-human-environment-interaction-and-regions-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2B,human_environment_interaction_and_regions_classification_and_organization,g2b-human-environment-interaction-and-regions-classification-and-organization,drafted,g2b-human-environment-interaction-and-regions-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G2A,human_environment_interaction_and_regions_foundations_and_examples,g2a-human-environment-interaction-and-regions-foundations-and-examples
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2C,human_environment_interaction_and_regions_explanation_and_application,g2c-human-environment-interaction-and-regions-explanation-and-application,drafted,g2c-human-environment-interaction-and-regions-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G2C,human_environment_interaction_and_regions_explanation_and_application,g2c-human-environment-interaction-and-regions-explanation-and-application,drafted,g2c-human-environment-interaction-and-regions-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G2B,human_environment_interaction_and_regions_classification_and_organization,g2b-human-environment-interaction-and-regions-classification-and-organization
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3,spatial_patterns_movement_and_resources,g3-spatial-patterns-movement-and-resources,drafted,g3-spatial-patterns-movement-and-resources,Incubation,Drafted,geography-patterns-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3,spatial_patterns_movement_and_resources,g3-spatial-patterns-movement-and-resources,drafted,g3-spatial-patterns-movement-and-resources,Incubation,Drafted,geography-patterns-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G2,human_environment_interaction_and_regions,g2-human-environment-interaction-and-regions
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3,spatial_patterns_movement_and_resources,g3-spatial-patterns-movement-and-resources,drafted,g3-spatial-patterns-movement-and-resources,Incubation,Drafted,geography-patterns-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q3,supported_explanation_from_evidence,q3-supported-explanation-from-evidence
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3A,spatial_patterns_movement_and_resources_foundations_and_examples,g3a-spatial-patterns-movement-and-resources-foundations-and-examples,drafted,g3a-spatial-patterns-movement-and-resources-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3B,spatial_patterns_movement_and_resources_classification_and_organization,g3b-spatial-patterns-movement-and-resources-classification-and-organization,drafted,g3b-spatial-patterns-movement-and-resources-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3B,spatial_patterns_movement_and_resources_classification_and_organization,g3b-spatial-patterns-movement-and-resources-classification-and-organization,drafted,g3b-spatial-patterns-movement-and-resources-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G3A,spatial_patterns_movement_and_resources_foundations_and_examples,g3a-spatial-patterns-movement-and-resources-foundations-and-examples
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3C,spatial_patterns_movement_and_resources_explanation_and_application,g3c-spatial-patterns-movement-and-resources-explanation-and-application,drafted,g3c-spatial-patterns-movement-and-resources-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G3C,spatial_patterns_movement_and_resources_explanation_and_application,g3c-spatial-patterns-movement-and-resources-explanation-and-application,drafted,g3c-spatial-patterns-movement-and-resources-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G3B,spatial_patterns_movement_and_resources_classification_and_organization,g3b-spatial-patterns-movement-and-resources-classification-and-organization
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4,geographic_reasoning_with_maps_data_and_scale,g4-geographic-reasoning-with-maps-data-and-scale,drafted,g4-geographic-reasoning-with-maps-data-and-scale,Incubation,Drafted,geography-scale-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4,geographic_reasoning_with_maps_data_and_scale,g4-geographic-reasoning-with-maps-data-and-scale,drafted,g4-geographic-reasoning-with-maps-data-and-scale,Incubation,Drafted,geography-scale-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G3,spatial_patterns_movement_and_resources,g3-spatial-patterns-movement-and-resources
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4,geographic_reasoning_with_maps_data_and_scale,g4-geographic-reasoning-with-maps-data-and-scale,drafted,g4-geographic-reasoning-with-maps-data-and-scale,Incubation,Drafted,geography-scale-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q4,investigation_design_representation_and_data_use,q4-investigation-design-representation-and-data-use
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4A,geographic_reasoning_with_maps_data_and_scale_foundations_and_examples,g4a-geographic-reasoning-with-maps-data-and-scale-foundations-and-examples,drafted,g4a-geographic-reasoning-with-maps-data-and-scale-foundations-and-examples,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,0,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4B,geographic_reasoning_with_maps_data_and_scale_classification_and_organization,g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization,drafted,g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4B,geographic_reasoning_with_maps_data_and_scale_classification_and_organization,g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization,drafted,g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G4A,geographic_reasoning_with_maps_data_and_scale_foundations_and_examples,g4a-geographic-reasoning-with-maps-data-and-scale-foundations-and-examples
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4C,geographic_reasoning_with_maps_data_and_scale_explanation_and_application,g4c-geographic-reasoning-with-maps-data-and-scale-explanation-and-application,drafted,g4c-geographic-reasoning-with-maps-data-and-scale-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G4C,geographic_reasoning_with_maps_data_and_scale_explanation_and_application,g4c-geographic-reasoning-with-maps-data-and-scale-explanation-and-application,drafted,g4c-geographic-reasoning-with-maps-data-and-scale-explanation-and-application,Incubation,Drafted,geography-decomposition-node-package,Synthetic,mastery-node-config,1,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G4B,geographic_reasoning_with_maps_data_and_scale_classification_and_organization,g4b-geographic-reasoning-with-maps-data-and-scale-classification-and-organization
node,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5,global_interdependence_migration_and_sustainability,g5-global-interdependence-migration-and-sustainability,drafted,g5-global-interdependence-migration-and-sustainability,Incubation,Drafted,geography-interdependence-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,,,,
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5,global_interdependence_migration_and_sustainability,g5-global-interdependence-migration-and-sustainability,drafted,g5-global-interdependence-migration-and-sustainability,Incubation,Drafted,geography-interdependence-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,G4,geographic_reasoning_with_maps_data_and_scale,g4-geographic-reasoning-with-maps-data-and-scale
dependency,social_studies,master_knowledge_graph,G,geography_and_human_environment_systems,G5,global_interdependence_migration_and_sustainability,g5-global-interdependence-migration-and-sustainability,drafted,g5-global-interdependence-migration-and-sustainability,Incubation,Drafted,geography-interdependence-node-package,Synthetic,mastery-node-config,2,0,15,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.85,true,true,14,DEPENDS_ON,Q5,evaluation_of_sources_models_and_claims,q5-evaluation-of-sources-models-and-claims
