record_type,domain,graph_id,family_id,family_name,node_id,node_name,node_slug,node_implementation_state,node_directory,support_tier,maturity_state,supported_profiles,evidence_class,node_package_shape,dependency_count,declared_artifact_file_count,artifact_file_count,status_count,statuses,verification_gate_count,verification_gate_types,failure_mode_count,direct_accuracy_threshold,explanation_required,transfer_required,retention_check_days,relationship_type,dependency_id,dependency_name,dependency_slug
node,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G4,pattern_blocks_and_tiling_structure,g4-pattern-blocks-and-tiling-structure,implemented,g4-pattern-blocks-and-tiling-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G4,pattern_blocks_and_tiling_structure,g4-pattern-blocks-and-tiling-structure,implemented,g4-pattern-blocks-and-tiling-structure,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,G3,compose_and_decompose_shapes,g3-compose-and-decompose-shapes
node,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G5,symmetry_and_equal_part_visual_reasoning,g5-symmetry-and-equal-part-visual-reasoning,implemented,g5-symmetry-and-equal-part-visual-reasoning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G5,symmetry_and_equal_part_visual_reasoning,g5-symmetry-and-equal-part-visual-reasoning,implemented,g5-symmetry-and-equal-part-visual-reasoning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,G1,shape_recognition_and_classification,g1-shape-recognition-and-classification
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G5,symmetry_and_equal_part_visual_reasoning,g5-symmetry-and-equal-part-visual-reasoning,implemented,g5-symmetry-and-equal-part-visual-reasoning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U4,equal_partitioning_of_a_whole,u4-equal-partitioning-of-a-whole
node,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G6,polygon_attributes_and_hierarchy,g6-polygon-attributes-and-hierarchy,implemented,g6-polygon-attributes-and-hierarchy,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G6,polygon_attributes_and_hierarchy,g6-polygon-attributes-and-hierarchy,implemented,g6-polygon-attributes-and-hierarchy,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,G3,compose_and_decompose_shapes,g3-compose-and-decompose-shapes
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G6,polygon_attributes_and_hierarchy,g6-polygon-attributes-and-hierarchy,implemented,g6-polygon-attributes-and-hierarchy,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
node,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G7,angle_concept_and_turn_measure,g7-angle-concept-and-turn-measure,implemented,g7-angle-concept-and-turn-measure,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G7,angle_concept_and_turn_measure,g7-angle-concept-and-turn-measure,implemented,g7-angle-concept-and-turn-measure,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,G2,position_direction_and_spatial_language,g2-position-direction-and-spatial-language
dependency,mathematics,master_knowledge_graph,G,geometry_and_spatial_reasoning,G7,angle_concept_and_turn_measure,g7-angle-concept-and-turn-measure,implemented,g7-angle-concept-and-turn-measure,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,G6,polygon_attributes_and_hierarchy,g6-polygon-attributes-and-hierarchy
node,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P1,repeating_patterns,p1-repeating-patterns,implemented,p1-repeating-patterns,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P1,repeating_patterns,p1-repeating-patterns,implemented,p1-repeating-patterns,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,Z3,pattern_and_sequence_readiness,z3-pattern-and-sequence-readiness
node,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P2,growing_patterns,p2-growing-patterns,implemented,p2-growing-patterns,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P2,growing_patterns,p2-growing-patterns,implemented,p2-growing-patterns,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,P1,repeating_patterns,p1-repeating-patterns
node,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P3,missing_element_pattern_reasoning,p3-missing-element-pattern-reasoning,implemented,p3-missing-element-pattern-reasoning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P3,missing_element_pattern_reasoning,p3-missing-element-pattern-reasoning,implemented,p3-missing-element-pattern-reasoning,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,P2,growing_patterns,p2-growing-patterns
node,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P4,rule_language_and_structure_noticing,p4-rule-language-and-structure-noticing,implemented,p4-rule-language-and-structure-noticing,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,P,pattern_and_algebraic_readiness,P4,rule_language_and_structure_noticing,p4-rule-language-and-structure-noticing,implemented,p4-rule-language-and-structure-noticing,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,P3,missing_element_pattern_reasoning,p3-missing-element-pattern-reasoning
node,mathematics,master_knowledge_graph,D,data_and_representation,D1,sort_and_classify_by_attribute,d1-sort-and-classify-by-attribute,implemented,d1-sort-and-classify-by-attribute,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D1,sort_and_classify_by_attribute,d1-sort-and-classify-by-attribute,implemented,d1-sort-and-classify-by-attribute,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,Z2,match_and_sort_objects,z2-match-and-sort-objects
node,mathematics,master_knowledge_graph,D,data_and_representation,D2,count_and_compare_category_totals,d2-count-and-compare-category-totals,implemented,d2-count-and-compare-category-totals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D2,count_and_compare_category_totals,d2-count-and-compare-category-totals,implemented,d2-count-and-compare-category-totals,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,D1,sort_and_classify_by_attribute,d1-sort-and-classify-by-attribute
node,mathematics,master_knowledge_graph,D,data_and_representation,D3,read_simple_picture_graphs_and_tallies,d3-read-simple-picture-graphs-and-tallies,implemented,d3-read-simple-picture-graphs-and-tallies,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D3,read_simple_picture_graphs_and_tallies,d3-read-simple-picture-graphs-and-tallies,implemented,d3-read-simple-picture-graphs-and-tallies,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,D2,count_and_compare_category_totals,d2-count-and-compare-category-totals
node,mathematics,master_knowledge_graph,D,data_and_representation,D4,represent_simple_data_sets,d4-represent-simple-data-sets,implemented,d4-represent-simple-data-sets,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D4,represent_simple_data_sets,d4-represent-simple-data-sets,implemented,d4-represent-simple-data-sets,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,D3,read_simple_picture_graphs_and_tallies,d3-read-simple-picture-graphs-and-tallies
node,mathematics,master_knowledge_graph,D,data_and_representation,D5,scaled_bar_graphs_and_numerical_data,d5-scaled-bar-graphs-and-numerical-data,implemented,d5-scaled-bar-graphs-and-numerical-data,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D5,scaled_bar_graphs_and_numerical_data,d5-scaled-bar-graphs-and-numerical-data,implemented,d5-scaled-bar-graphs-and-numerical-data,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,D4,represent_simple_data_sets,d4-represent-simple-data-sets
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D5,scaled_bar_graphs_and_numerical_data,d5-scaled-bar-graphs-and-numerical-data,implemented,d5-scaled-bar-graphs-and-numerical-data,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,2,13,14,0,,0,,0,,,,,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
node,mathematics,master_knowledge_graph,D,data_and_representation,D6,line_plots_and_measurement_data,d6-line-plots-and-measurement-data,implemented,d6-line-plots-and-measurement-data,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,,,,
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D6,line_plots_and_measurement_data,d6-line-plots-and-measurement-data,implemented,d6-line-plots-and-measurement-data,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,D5,scaled_bar_graphs_and_numerical_data,d5-scaled-bar-graphs-and-numerical-data
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D6,line_plots_and_measurement_data,d6-line-plots-and-measurement-data,implemented,d6-line-plots-and-measurement-data,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,M8,standard_length_units_and_tool_use,m8-standard-length-units-and-tool-use
dependency,mathematics,master_knowledge_graph,D,data_and_representation,D6,line_plots_and_measurement_data,d6-line-plots-and-measurement-data,implemented,d6-line-plots-and-measurement-data,Core release,Drafted,upstream-readiness-node-package,,artifact-index-config,3,13,14,0,,0,,0,,,,,DEPENDS_ON,F2,equivalent_fractions,f2-equivalent-fractions
node,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L1,ordered_positions_on_number_line,l1-ordered-positions-on-number-line,implemented,l1-ordered-positions-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L1,ordered_positions_on_number_line,l1-ordered-positions-on-number-line,implemented,l1-ordered-positions-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,C4,compare_small_quantities,c4-compare-small-quantities
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L1,ordered_positions_on_number_line,l1-ordered-positions-on-number-line,implemented,l1-ordered-positions-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N3,count_on_and_count_back,n3-count-on-and-count-back
node,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L2,whole_number_intervals_and_jumps,l2-whole-number-intervals-and-jumps,implemented,l2-whole-number-intervals-and-jumps,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L2,whole_number_intervals_and_jumps,l2-whole-number-intervals-and-jumps,implemented,l2-whole-number-intervals-and-jumps,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,L1,ordered_positions_on_number_line,l1-ordered-positions-on-number-line
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L2,whole_number_intervals_and_jumps,l2-whole-number-intervals-and-jumps,implemented,l2-whole-number-intervals-and-jumps,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N4,fluency_foundations,n4-fluency-foundations
node,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L3,multidigit_magnitude_on_number_line,l3-multidigit-magnitude-on-number-line,implemented,l3-multidigit-magnitude-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L3,multidigit_magnitude_on_number_line,l3-multidigit-magnitude-on-number-line,implemented,l3-multidigit-magnitude-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L3,multidigit_magnitude_on_number_line,l3-multidigit-magnitude-on-number-line,implemented,l3-multidigit-magnitude-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,L2,whole_number_intervals_and_jumps,l2-whole-number-intervals-and-jumps
node,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line,implemented,l4-fraction-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line,implemented,l4-fraction-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,F3,compare_fractions,f3-compare-fractions
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line,implemented,l4-fraction-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,F6,fraction_magnitude_beyond_one_whole,f6-fraction-magnitude-beyond-one-whole
dependency,mathematics,master_knowledge_graph,L,number_line_and_linear_magnitude,L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line,implemented,l4-fraction-locations-on-number-line,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,L3,multidigit_magnitude_on_number_line,l3-multidigit-magnitude-on-number-line
node,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y1,rounding_and_benchmark_whole_numbers,y1-rounding-and-benchmark-whole-numbers,implemented,y1-rounding-and-benchmark-whole-numbers,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y1,rounding_and_benchmark_whole_numbers,y1-rounding-and-benchmark-whole-numbers,implemented,y1-rounding-and-benchmark-whole-numbers,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,V2,compare_and_order_multidigit_numbers,v2-compare-and-order-multidigit-numbers
node,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y2,whole_number_operation_estimation,y2-whole-number-operation-estimation,implemented,y2-whole-number-operation-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y2,whole_number_operation_estimation,y2-whole-number-operation-estimation,implemented,y2-whole-number-operation-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,Y1,rounding_and_benchmark_whole_numbers,y1-rounding-and-benchmark-whole-numbers
dependency,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y2,whole_number_operation_estimation,y2-whole-number-operation-estimation,implemented,y2-whole-number-operation-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,V3,add_subtract_within_100_strategies,v3-add-subtract-within-100-strategies
node,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y3,measurement_estimation_and_reasonableness,y3-measurement-estimation-and-reasonableness,implemented,y3-measurement-estimation-and-reasonableness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y3,measurement_estimation_and_reasonableness,y3-measurement-estimation-and-reasonableness,implemented,y3-measurement-estimation-and-reasonableness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,Y1,rounding_and_benchmark_whole_numbers,y1-rounding-and-benchmark-whole-numbers
dependency,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y3,measurement_estimation_and_reasonableness,y3-measurement-estimation-and-reasonableness,implemented,y3-measurement-estimation-and-reasonableness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,M8,standard_length_units_and_tool_use,m8-standard-length-units-and-tool-use
node,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y4,fraction_benchmark_estimation,y4-fraction-benchmark-estimation,implemented,y4-fraction-benchmark-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,,,,
dependency,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y4,fraction_benchmark_estimation,y4-fraction-benchmark-estimation,implemented,y4-fraction-benchmark-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,F3,compare_fractions,f3-compare-fractions
dependency,mathematics,master_knowledge_graph,Y,estimation_and_reasonableness,Y4,fraction_benchmark_estimation,y4-fraction-benchmark-estimation,implemented,y4-fraction-benchmark-estimation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,2,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.88,true,true,21,DEPENDS_ON,L4,fraction_locations_on_number_line,l4-fraction-locations-on-number-line
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R1,part_whole_reasoning_with_equal_parts,r1-part-whole-reasoning-with-equal-parts,implemented,r1-part-whole-reasoning-with-equal-parts,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R1,part_whole_reasoning_with_equal_parts,r1-part-whole-reasoning-with-equal-parts,implemented,r1-part-whole-reasoning-with-equal-parts,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,N1,compose_and_decompose_small_numbers,n1-compose-and-decompose-small-numbers
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R1,part_whole_reasoning_with_equal_parts,r1-part-whole-reasoning-with-equal-parts,implemented,r1-part-whole-reasoning-with-equal-parts,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,U4,equal_partitioning_of_a_whole,u4-equal-partitioning-of-a-whole
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R1,part_whole_reasoning_with_equal_parts,r1-part-whole-reasoning-with-equal-parts,implemented,r1-part-whole-reasoning-with-equal-parts,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,M3,unit_size_matters,m3-unit-size-matters
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R2,unit_fraction_readiness,r2-unit-fraction-readiness,implemented,r2-unit-fraction-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R2,unit_fraction_readiness,r2-unit-fraction-readiness,implemented,r2-unit-fraction-readiness,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,R1,part_whole_reasoning_with_equal_parts,r1-part-whole-reasoning-with-equal-parts
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R3,symbol_preparation,r3-symbol-preparation,implemented,r3-symbol-preparation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,R3,symbol_preparation,r3-symbol-preparation,implemented,r3-symbol-preparation,Core release,Drafted,upstream-readiness-node-package,Synthetic,mastery-node-config,1,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,4,0.9,true,true,14,DEPENDS_ON,R2,unit_fraction_readiness,r2-unit-fraction-readiness
node,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F1,fraction_structure,f1-fraction-structure,implemented,f1-fraction-structure,Core release,Drafted,downstream-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,,,,
dependency,mathematics,master_knowledge_graph,F,fraction_readiness_and_early_fraction,F1,fraction_structure,f1-fraction-structure,implemented,f1-fraction-structure,Core release,Drafted,downstream-node-package,Synthetic,mastery-node-config,3,0,14,5,blocked|emerging|provisional|secure|unstable,4,direct_performance|meaning|transfer|retention,3,0.9,true,true,14,DEPENDS_ON,R1,part_whole_reasoning_with_equal_parts,r1-part-whole-reasoning-with-equal-parts
